Kansas,4th,"Estes, Ron",R,Budget|Education and the Workforce|Ways and Means,
Kentucky,Kentucky,,,,
Kentucky,District,Name,Party,Committee Assignment,
Kentucky,1st,"Comer, James",R,Education and the Workforce|Oversight and Accountability,
Kentucky,2nd,"Guthrie, Brett",R,Energy and Commerce,
Kentucky,3rd,"McGarvey, Morgan",D,Small Business|Veterans' Affairs,
Kentucky,4th,"Massie, Thomas",R,Select Subcommittee on the Weaponization of the Fed Govt|Judiciary|Transportation and Infrastructure|Rules,
Kentucky,5th,"Rogers, Harold",R,Appropriations,
Kentucky,6th,"Barr, Andy",R,Financial Services|Foreign Affairs|Select Comm on the Strategic Competition US and China,
Louisiana,Louisiana,,,,
Louisiana,District,Name,Party,Committee Assignment,
Louisiana,1st,"Scalise, Steve",R,,
Louisiana,2nd,"Carter, Troy",D,Homeland Security|Transportation and Infrastructure,
Louisiana,3rd,"Higgins, Clay",R,Oversight and Accountability|Homeland Security,
Louisiana,4th,"Johnson, Mike",R,Armed Services|Select Subcommittee on the Weaponization of the Fed Govt|Judiciary,
Louisiana,5th,"Letlow, Julia",R,Appropriations|Education and the Workforce,
Louisiana,6th,"Graves, Garret",R,Natural Resources|Transportation and Infrastructure,
Maine,Maine,,,,
Maine,District,Name,Party,Committee Assignment,
Maine,1st,"Pingree, Chellie",D,Agriculture|Appropriations,
Maine,2nd,"Golden, Jared",D,Armed Services|Small Business,
Maryland,Maryland,,,,
Maryland,District,Name,Party,Committee Assignment,
Maryland,1st,"Harris, Andy",R,Appropriations,
Maryland,2nd,"Ruppersberger, C.",D,Appropriations,
Maryland,3rd,"Sarbanes, John",D,Energy and Commerce,
Maryland,4th,"Ivey, Glenn",D,Homeland Security|Judiciary|Ethics,
Maryland,5th,"Hoyer, Steny",D,Appropriations,
Maryland,6th,"Trone, David",D,Appropriations|Budget,
Maryland,7th,"Mfume, Kweisi",D,Oversight and Accountability|Small Business|Select Subcommittee on the Coronavirus Pandemic,
Maryland,8th,"Raskin, Jamie",D,Oversight and Accountability,
Massachusetts,Massachusetts,,,,
Massachusetts,District,Name,Party,Committee Assignment,
Massachusetts,1st,"Neal, Richard",D,Joint Committee on Taxation|Ways and Means,
Massachusetts,2nd,"McGovern, James",D,Agriculture|Rules,
Massachusetts,3rd,"Trahan, Lori",D,Energy and Commerce,
Massachusetts,4th,"Auchincloss, Jake",D,Transportation and Infrastructure|Select Comm on the Strategic Competition US and China,
Massachusetts,5th,"Clark, Katherine",D,,
Massachusetts,6th,"Moulton, Seth",D,Armed Services|Transportation and Infrastructure|Select Comm on the Strategic Competition US and China,
Massachusetts,7th,"Pressley, Ayanna",D,Financial Services,
Massachusetts,8th,"Lynch, Stephen",D,Financial Services|Select Subcommittee on the Weaponization of the Fed Govt|Oversight and Accountability,
Massachusetts,9th,"Keating, William",D,Armed Services|Foreign Affairs,
Michigan,Michigan,,,,
Michigan,District,Name,Party,Committee Assignment,
Michigan,1st,"Bergman, Jack",R,Armed Services|Budget|Veterans' Affairs,
Michigan,2nd,"Moolenaar, John",R,Appropriations|Select Comm on the Strategic Competition US and China,
Michigan,3rd,"Scholten, Hillary",D,Transportation and Infrastructure|Small Business,
Michigan,4th,"Huizenga, Bill",R,Financial Services|Foreign Affairs,
Michigan,5th,"Walberg, Tim",R,Education and the Workforce|Energy and Commerce,
Michigan,6th,"Dingell, Debbie",D,Energy and Commerce|Natural Resources|Select Subcommittee on the Coronavirus Pandemic,
Michigan,7th,"Slotkin, Elissa",D,Agriculture|Armed Services,
Michigan,8th,"Kildee, Daniel",D,Budget|Ways and Means,
Michigan,9th,"McClain, Lisa",R,Armed Services|Budget|Education and the Workforce|Oversight and Accountability,
Michigan,10th,"James, John",R,Education and the Workforce|Foreign Affairs|Transportation and Infrastructure,
Michigan,11th,"Stevens, Haley",D,"Education and the Workforce|Science, Space, and Technology|Select Comm on the Strategic Competition US and China",
Michigan,12th,"Tlaib, Rashida",D,Financial Services|Oversight and Accountability,
Michigan,13th,"Thanedar, Shri",D,Homeland Security|Small Business,
Minnesota,Minnesota,,,,
Minnesota,District,Name,Party,Committee Assignment,
Minnesota,1st,"Finstad, Brad",R,Agriculture|Armed Services,
Minnesota,2nd,"Craig, Angie",D,Agriculture|Energy and Commerce,
Minnesota,3rd,"Phillips, Dean",D,Foreign Affairs|Small Business,
Minnesota,4th,"McCollum, Betty",D,Appropriations,
Minnesota,5th,"Omar, Ilhan",D,Budget|Education and the Workforce,
Minnesota,6th,"Emmer, Tom",R,Financial Services,
Minnesota,7th,"Fischbach, Michelle",R,Budget|Rules|Ethics|Ways and Means,
Minnesota,8th,"Stauber, Pete",R,Natural Resources|Transportation and Infrastructure|Small Business,
Mississippi,Mississippi,,,,
Mississippi,District,Name,Party,Committee Assignment,
Mississippi,1st,"Kelly, Trent",R,Agriculture|Armed Services|Intelligence,
Mississippi,2nd,"Thompson, Bennie",D,Homeland Security,
Mississippi,3rd,"Guest, Michael",R,Appropriations|Homeland Security|Ethics,
Mississippi,4th,"Ezell, Mike",R,Homeland Security|Transportation and Infrastructure,
Missouri,Missouri,,,,
Missouri,District,Name,Party,Committee Assignment,
Missouri,1st,"Bush, Cori",D,Oversight and Accountability|Judiciary,
Missouri,2nd,"Wagner, Ann",R,Financial Services|Foreign Affairs,
Missouri,3rd,"Luetkemeyer, Blaine",R,Financial Services|Small Business|Select Comm on the Strategic Competition US and China,
Missouri,4th,"Alford, Mark",R,Agriculture|Armed Services|Small Business,
Missouri,5th,"Cleaver, Emanuel",D,Financial Services,
Missouri,6th,"Graves, Sam",R,Armed Services|Transportation and Infrastructure,
Missouri,7th,"Burlison, Eric",R,Education and the Workforce|Oversight and Accountability|Transportation and Infrastructure,
Missouri,8th,"Smith, Jason",R,Joint Committee on Taxation|Ways and Means,
Montana,Montana,,,,
Montana,District,Name,Party,Committee Assignment,
Montana,1st,"Zinke, Ryan",R,"Appropriations|Science, Space, and Technology",
Montana,2nd,"Rosendale, Matthew",R,Natural Resources|Veterans' Affairs,
Nebraska,Nebraska,,,,
Nebraska,District,Name,Party,Committee Assignment,
Nebraska,1st,"Flood, Mike",R,Financial Services,
Nebraska,2nd,"Bacon, Don",R,Agriculture|Armed Services,
Nebraska,3rd,"Smith, Adrian",R,Joint Committee on Taxation|Ways and Means,
Nevada,Nevada,,,,
Nevada,District,Name,Party,Committee Assignment,
Nevada,1st,"Titus, Dina",D,Foreign Affairs|Homeland Security|Transportation and Infrastructure,
Nevada,2nd,"Amodei, Mark",R,Appropriations|Joint Committee of Congress on the Library,
Nevada,3rd,"Lee, Susie",D,Appropriations|Natural Resources,
Nevada,4th,"Horsford, Steven",D,Armed Services|Financial Services,
New Hampshire,New Hampshire,,,,
New Hampshire,District,Name,Party,Committee Assignment,
New Hampshire,1st,"Pappas, Chris",D,Transportation and Infrastructure|Small Business|Veterans' Affairs,
New Hampshire,2nd,"Kuster, Ann",D,Energy and Commerce,
New Jersey,New Jersey,,,,
New Jersey,District,Name,Party,Committee Assignment,
New Jersey,1st,"Norcross, Donald",D,Armed Services|Education and the Workforce,
New Jersey,2nd,"Van Drew, Jefferson",R,Judiciary|Transportation and Infrastructure,
New Jersey,3rd,"Kim, Andy",D,Armed Services|Foreign Affairs|Select Comm on the Strategic Competition US and China,
New Jersey,4th,"Smith, Christopher",R,Foreign Affairs,
New Jersey,5th,"Gottheimer, Josh",D,Financial Services|Intelligence,
New Jersey,6th,"Pallone, Frank",D,Energy and Commerce,
New Jersey,7th,"Kean, Thomas",R,"Foreign Affairs|Transportation and Infrastructure|Science, Space, and Technology",
New Jersey,8th,"Menendez, Robert",D,Homeland Security|Transportation and Infrastructure,
New Jersey,9th,"Pascrell, Bill",D,Ways and Means,
New Jersey,10th,"Payne, Donald",D,Homeland Security|Transportation and Infrastructure,
New Jersey,11th,"Sherrill, Mikie",D,Armed Services|Select Comm on the Strategic Competition US and China,
New Jersey,12th,"Watson Coleman, Bonnie",D,Appropriations,
New Mexico,New Mexico,,,,
New Mexico,District,Name,Party,Committee Assignment,
New Mexico,1st,"Stansbury, Melanie",D,Oversight and Accountability|Natural Resources,
New Mexico,2nd,"Vasquez, Gabe",D,Agriculture|Armed Services,
New Mexico,3rd,"Leger Fernandez, Teresa",D,Education and the Workforce|Natural Resources|Rules,
New York,New York,,,,
New York,District,Name,Party,Committee Assignment,
New York,1st,"LaLota, Nick",R,Armed Services|Homeland Security|Small Business,
New York,2nd,"Garbarino, Andrew",R,Financial Services|Homeland Security|Ethics,
New York,3rd,"Santos, George",R,,
New York,4th,"D'Esposito, Anthony",R,House Administration|Homeland Security|Transportation and Infrastructure,
New York,5th,"Meeks, Gregory",D,Financial Services|Foreign Affairs,
New York,6th,"Meng, Grace",D,Appropriations,
New York,7th,"Velazquez, Nydia",D,Financial Services|Natural Resources|Small Business,
New York,8th,"Jeffries, Hakeem",D,,
New York,9th,"Clarke, Yvette",D,Homeland Security|Energy and Commerce,
New York,10th,"Goldman, Daniel",D,Select Subcommittee on the Weaponization of the Fed Govt|Oversight and Accountability|Homeland Security,
New York,11th,"Malliotakis, Nicole",R,Select Subcommittee on the Coronavirus Pandemic|Ways and Means,
New York,12th,"Nadler, Jerrold",D,Judiciary,
New York,13th,"Espaillat, Adriano",D,Appropriations|Budget,
New York,14th,"Ocasio-Cortez, Alexandria",D,Oversight and Accountability|Natural Resources,
New York,15th,"Torres, Ritchie",D,Financial Services|Select Comm on the Strategic Competition US and China,
New York,16th,"Bowman, Jamaal",D,"Education and the Workforce|Science, Space, and Technology",
New York,17th,"Lawler, Michael",R,Financial Services|Foreign Affairs,
New York,18th,"Ryan, Patrick",D,Armed Services|Transportation and Infrastructure,
New York,19th,"Molinaro, Marcus",R,Agriculture|Transportation and Infrastructure|Small Business,
New York,20th,"Tonko, Paul",D,"Energy and Commerce|Science, Space, and Technology",
New York,21st,"Stefanik, Elise",R,Armed Services|Education and the Workforce|Select Subcommittee on the Weaponization of the Fed Govt|Intelligence,
New York,22nd,"Williams, Brandon",R,"Education and the Workforce|Transportation and Infrastructure|Science, Space, and Technology",
New York,23rd,"Langworthy, Nicholas",R,Agriculture|Oversight and Accountability|Rules,
New York,24th,"Tenney, Claudia",R,"Science, Space, and Technology|Ways and Means",
New York,25th,"Morelle, Joseph",D,Appropriations|House Administration|Joint Committee of Congress on the Library,
New York,26th,"Higgins, Brian",D,Budget|Ways and Means,
North Carolina,North Carolina,,,,
North Carolina,District,Name,Party,Committee Assignment,
North Carolina,1st,"Davis, Donald",D,Agriculture|Armed Services,
North Carolina,2nd,"Ross, Deborah",D,"Judiciary|Ethics|Science, Space, and Technology|Select Subcommittee on the Coronavirus Pandemic",
North Carolina,3rd,"Murphy, Gregory",R,House Administration|Veterans' Affairs|Ways and Means,
North Carolina,4th,"Foushee, Valerie",D,"Transportation and Infrastructure|Science, Space, and Technology",
North Carolina,5th,"Foxx, Virginia",R,Education and the Workforce|Oversight and Accountability,
North Carolina,6th,"Manning, Kathy",D,Education and the Workforce|Foreign Affairs,
North Carolina,7th,"Rouzer, David",R,Agriculture|Transportation and Infrastructure,
North Carolina,8th,"Bishop, Dan",R,Select Subcommittee on the Weaponization of the Fed Govt|Homeland Security|Judiciary,
North Carolina,9th,"Hudson, Richard",R,Energy and Commerce,
North Carolina,10th,"McHenry, Patrick",R,Financial Services,
North Carolina,11th,"Edwards, Chuck",R,Budget|Oversight and Accountability|Transportation and Infrastructure,
North Carolina,12th,"Adams, Alma",D,Agriculture|Education and the Workforce,
North Carolina,13th,"Nickel, Wiley",D,Financial Services,
North Carolina,14th,"Jackson, Jeff",D,"Armed Services|Science, Space, and Technology",
North Dakota,North Dakota,,,,
North Dakota,District,Name,Party,Committee Assignment,
North Dakota,At Large,"Armstrong, Kelly",R,Select Subcommittee on the Weaponization of the Fed Govt|Oversight and Accountability|Energy and Commerce,
Northern Mariana Islands,Northern Mariana Islands,,,,
Northern Mariana Islands,District,Name,Party,Committee Assignment,
Northern Mariana Islands,Delegate,"Sablan, Gregorio",D,Education and the Workforce|Natural Resources,
Ohio,Ohio,,,,
Ohio,District,Name,Party,Committee Assignment,
Ohio,1st,"Landsman, Greg",D,Small Business|Veterans' Affairs,
Ohio,2nd,"Wenstrup, Brad",R,Intelligence|Select Subcommittee on the Coronavirus Pandemic|Ways and Means,
Ohio,3rd,"Beatty, Joyce",D,Financial Services,
Ohio,4th,"Jordan, Jim",R,Select Subcommittee on the Weaponization of the Fed Govt|Oversight and Accountability|Judiciary,
Ohio,5th,"Latta, Robert",R,Energy and Commerce,
Ohio,6th,"Johnson, Bill",R,Energy and Commerce,
Ohio,7th,"Miller, Max",R,"Agriculture|Science, Space, and Technology",
Ohio,8th,"Davidson, Warren",R,Financial Services|Foreign Affairs,
Ohio,9th,"Kaptur, Marcy",D,Appropriations,
Ohio,10th,"Turner, Michael",R,Armed Services|Oversight and Accountability|Intelligence,
Ohio,11th,"Brown, Shontel",D,Agriculture|Oversight and Accountability|Select Comm on the Strategic Competition US and China,
Ohio,12th,"Balderson, Troy",R,Energy and Commerce,
Ohio,13th,"Sykes, Emilia",D,"Transportation and Infrastructure|Science, Space, and Technology",
Ohio,14th,"Joyce, David",R,Appropriations|Ethics,
Ohio,15th,"Carey, Mike",R,House Administration|Joint Committee of Congress on the Library|Ways and Means,
Oklahoma,Oklahoma,,,,
Oklahoma,District,Name,Party,Committee Assignment,
Oklahoma,1st,"Hern, Kevin",R,Ways and Means,
